BOWLING_ODIs_Mat,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_ODIs_4w,BOWLING_ODIs_5w,BATTING_ODIs_Mat,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_ODIs_4s,BATTING_ODIs_6s,BATTING_ODIs_Ct,BATTING_ODIs_St,Playing role,NAME,COUNTRY,ID
23.0,120,94,1,94,4.7,120,0,0,23.0,0,336,56,14.6,612,54.9,0,1,30,2,6.0,0.0,Batsman,Steven Outerbridge,Bermuda,23704
20.0,960,752,23,32.69,4.7,41.7,1,0,20.0,4,331,57,23.64,650,50.92,0,1,29,1,8.0,0.0,Allrounder,Saleem Mukuddem,Bermuda,23755
1.0,42,43,0,-,6.14,-,0,0,1.0,1,15,15*,-,26,57.69,0,0,0,1,0.0,0.0,Middle-order batsman,Dennico Hollis,Bermuda,307234
164.0,8571,6239,133,46.9,4.36,64.4,2,1,164.0,48,1406,68*,16.73,2410,58.34,0,4,88,17,50.0,0.0,Bowler,Prosper Utseya,Zimbabwe,55820
22.0,863,759,25,30.36,5.27,34.5,0,1,22.0,3,236,46,14.75,303,77.88,0,0,21,4,10.0,0.0,Bowler,Luke Jongwe,Zimbabwe,541224
40.0,1936,1812,45,40.26,5.61,43,1,0,40.0,7,153,37,7.28,264,57.95,0,0,15,2,8.0,0.0,Bowler,Kyle Jarvis,Zimbabwe,332996
3.0,-,-,-,-,-,-,-,-,3.0,0,18,9,6,42,42.85,0,0,1,0,0.0,0.0,Batsman,Friday Kasteni,Zimbabwe,55551
2.0,-,-,-,-,-,-,-,-,2.0,0,37,34,18.5,49,75.51,0,0,3,2,0.0,0.0,Opening batsman,Tinashe Kamunhukamwe,Zimbabwe,713811
14.0,636,548,12,45.66,5.16,53,0,0,14.0,6,27,12*,5.4,55,49.09,0,0,5,0,6.0,0.0,Allrounder,Tafadzwa Kamungozi,Zimbabwe,235521
1.0,-,-,-,-,-,-,-,-,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Middle-order batsman,Roy Kaia,Zimbabwe,392946
8.0,289,219,8,27.37,4.54,36.1,0,1,8.0,2,8,5,8,20,40,0,0,1,0,1.0,0.0,Bowler,Charlie Lock,Zimbabwe,55560
8.0,323,262,7,37.42,4.86,46.1,0,0,8.0,3,12,5,3,40,30,0,0,1,0,0.0,0.0,Bowler,Taurai Muzarabani,Zimbabwe,232444
18.0,786,733,18,40.72,5.59,43.6,1,0,18.0,7,16,7,2,89,17.97,0,0,2,0,7.0,0.0,Bowler,Blessing Muzarabani,Zimbabwe,827051
31.0,-,-,-,-,-,-,-,-,31.0,2,552,74,20.44,777,71.04,0,3,54,11,21.0,5.0,Wicketkeeper batsman,Richmond Mutumbami,Zimbabwe,235516
11.0,311,278,6,46.33,5.36,51.8,0,0,11.0,1,112,27,12.44,160,70,0,0,7,3,4.0,0.0,Allrounder,Tinotenda Mutombodzi,Zimbabwe,333001
17.0,-,-,-,-,-,-,-,-,17.0,2,403,79,31,502,80.27,0,4,32,7,9.0,2.0,Wicketkeeper batsman,Forster Mutizwa,Zimbabwe,55641
15.0,642,467,12,38.91,4.36,53.5,0,0,15.0,3,197,37,17.9,381,51.7,0,0,6,1,0.0,0.0,Allrounder,Greg Lamb,Zimbabwe,55562
6.0,336,260,3,86.66,4.64,112,0,0,6.0,1,38,16,7.6,45,84.44,0,0,0,5,1.0,0.0,Bowler,Natsai M'shangwe,Zimbabwe,392944
5.0,-,-,-,-,-,-,-,-,5.0,1,108,47,27,178,60.67,0,0,6,2,3.0,0.0,Wicketkeeper,Ryan Murray,Zimbabwe,696139
40.0,2019,1690,57,29.64,5.02,35.4,3,0,40.0,10,185,33,8.4,325,56.92,0,0,14,2,9.0,0.0,Bowler,Tawanda Mupariwa,Zimbabwe,55652
6.0,-,-,-,-,-,-,-,-,6.0,0,55,21,9.16,90,61.11,0,0,6,0,1.0,0.0,Wicketkeeper batsman,Tafadzwa Mufambisi,Zimbabwe,55643
80.0,3767,3407,88,38.71,5.42,42.8,2,1,80.0,19,46,6,2.3,198,23.23,0,0,1,0,11.0,0.0,Bowler,Chris Mpofu,Zimbabwe,55633
42.0,-,-,-,-,-,-,-,-,42.0,3,698,52,19.38,1089,64.09,0,3,40,25,20.0,1.0,Middle-order batsman,Peter Moor,Zimbabwe,333000
40.0,417,433,7,61.85,6.23,59.5,0,0,40.0,0,840,112,21,1015,82.75,1,3,78,23,11.0,0.0,Batsman,Solomon Mire,Zimbabwe,290462
11.0,406,419,6,69.83,6.19,67.6,0,0,11.0,0,106,53,13.25,183,57.92,0,1,10,1,1.0,0.0,Allrounder,Keegan Meth,Zimbabwe,232443
7.0,-,-,-,-,-,-,-,-,7.0,0,58,15,8.28,160,36.25,0,0,4,0,2.0,0.0,Batsman,Tino Mawoyo,Zimbabwe,55597
5.0,234,220,5,44,5.64,46.8,0,0,5.0,1,52,20,13,47,110.63,0,0,5,1,2.0,0.0,Allrounder,Brandon Mavuta,Zimbabwe,806239
17.0,859,734,21,34.95,5.12,40.9,1,0,17.0,1,53,15,5.88,125,42.4,0,0,5,0,4.0,0.0,Bowler,Wellington Masakadza,Zimbabwe,571703
16.0,791,891,25,35.64,6.75,31.6,3,0,16.0,3,170,45*,21.25,177,96.04,0,0,17,8,7.0,0.0,Bowler,Shingi Masakadza,Zimbabwe,343529
204.0,1826,1622,39,41.58,5.32,46.8,0,0,204.0,4,5604,178*,28.16,7618,73.56,5,34,577,86,71.0,0.0,Top-order batsman,Hamilton Masakadza,Zimbabwe,55608
17.0,225,230,4,57.5,6.13,56.2,0,0,17.0,0,157,32,9.81,306,51.3,0,0,11,4,8.0,0.0,Top-order batsman,Timycen Maruma,Zimbabwe,235524
23.0,885,775,21,36.9,5.25,42.1,0,0,23.0,8,117,22*,10.63,249,46.98,0,0,5,2,6.0,0.0,Bowler,Blessing Mahwire,Zimbabwe,55628
12.0,520,519,20,25.95,5.98,26,1,0,12.0,3,67,25,7.44,138,48.55,0,0,6,0,3.0,0.0,Allrounder,Neville Madziva,Zimbabwe,453289
19.0,844,738,17,43.41,5.24,49.6,0,0,19.0,4,46,18,4.6,89,51.68,0,0,1,1,7.0,0.0,Bowler,John Nyumbu,Zimbabwe,55666
2.0,72,118,2,59,9.83,36,0,0,2.0,0,14,14,7,22,63.63,0,0,1,0,0.0,0.0,Bowler,Ian Nicolson,Zimbabwe,55669
9.0,377,409,8,51.12,6.5,47.1,0,0,9.0,1,14,10,2.8,30,46.66,0,0,0,1,1.0,0.0,Bowler,Richard Ngarava,Zimbabwe,806241
1.0,53,69,3,23,7.81,17.6,0,0,1.0,1,0,0*,-,0,-,0,0,0,0,0.0,0.0,Bowler,Njabulo Ncube,Zimbabwe,333002
102.0,5374,3575,100,35.75,3.99,53.7,1,0,102.0,17,406,46,9.66,701,57.91,0,0,31,5,17.0,0.0,Bowler,Ray Price,Zimbabwe,55698
65.0,3242,3024,65,46.52,5.59,49.8,0,0,65.0,13,239,33,6.63,463,51.61,0,0,19,4,9.0,0.0,Bowler,Tinashe Panyangara,Zimbabwe,55705
3.0,138,157,2,78.5,6.82,69,0,0,3.0,0,4,4,2,10,40,0,0,0,0,1.0,0.0,Middle-order batsman,Liam Roche,Zimbabwe,596002
88.0,2474,1999,53,37.71,4.84,46.6,0,0,88.0,13,2477,141,34.4,3060,80.94,3,13,214,54,36.0,0.0,Batting allrounder,Sikandar Raza,Zimbabwe,299572
127.0,267,265,3,88.33,5.95,89,0,0,127.0,4,2994,116,24.54,4716,63.48,2,21,328,35,42.0,0.0,Opening batsman,Vusi Sibanda,Zimbabwe,55787
24.0,902,885,20,44.25,5.88,45.1,0,1,24.0,5,199,44,15.3,344,57.84,0,0,19,1,3.0,0.0,Bowler,Donald Tiripano,Zimbabwe,392945
188.0,396,406,9,45.11,6.15,44,0,0,188.0,15,6156,145*,35.79,8085,76.14,10,36,537,96,118.0,29.0,Wicketkeeper batsman,Brendan Taylor,Zimbabwe,55814
150.0,84,61,2,30.5,4.35,42,0,0,150.0,21,3393,107*,29.25,5020,67.58,2,22,235,32,114.0,33.0,Wicketkeeper batsman,Tatenda Taibu,Zimbabwe,55805
24.0,1193,1149,32,35.9,5.77,37.2,0,2,24.0,3,86,20*,7.81,90,95.55,0,0,5,7,4.0,0.0,Bowler,Brian Vitori,Zimbabwe,235514
122.0,3672,3008,60,50.13,4.91,61.2,0,0,122.0,16,3395,129*,33.28,4179,81.23,2,29,277,34,43.0,0.0,Middle-order batsman,Sean Williams,Zimbabwe,55870
79.0,666,566,10,56.6,5.09,66.6,0,0,79.0,6,1259,99*,19.07,1639,76.81,0,5,130,12,22.0,0.0,Batsman,Malcolm Waller,Zimbabwe,55872
24.0,9,6,0,-,4,-,0,0,24.0,3,375,157*,17.85,545,68.8,1,0,38,13,9.0,0.0,Batsman,Xavier Marshall,United States of America,52626
17.0,859,681,15,45.4,4.75,57.2,0,0,17.0,2,60,19,7.5,98,61.22,0,0,3,1,9.0,0.0,Bowler,Neil McGarrell,United States of America,52428
12.0,411,392,15,26.13,5.72,27.4,1,0,12.0,4,98,24,14,195,50.25,0,0,9,0,2.0,0.0,Batsman,Delyone Borden,Bermuda,23756
2.0,-,-,-,-,-,-,-,-,2.0,0,72,42,36,69,104.34,0,0,8,1,0.0,0.0,Batsman,Glenn Blakeney,Bermuda,23758
2.0,-,-,-,-,-,-,-,-,2.0,0,12,7,6,39,30.76,0,0,0,0,0.0,0.0,Batsman,Dwight Basden,Bermuda,278496
6.0,18,22,0,-,7.33,-,0,0,6.0,0,65,20,10.83,145,44.82,0,0,5,1,3.0,0.0,Batsman,Oronde Bascome,Bermuda,279531
2.0,-,-,-,-,-,-,-,-,2.0,0,68,45,34,104,65.38,0,0,8,2,0.0,0.0,Opening batsman,Fiqre Crockwell,Bermuda,381734
8.0,-,-,-,-,-,-,-,-,8.0,0,60,20,7.5,135,44.44,0,0,7,2,2.0,0.0,Batsman,James Celestine,Bermuda,216811
26.0,100,129,1,129,7.74,100,0,0,26.0,3,590,52,26.81,504,117.06,0,1,46,29,9.0,0.0,Allrounder,Lionel Cann,Bermuda,23681
9.0,400,343,12,28.58,5.14,33.3,1,0,9.0,3,35,11,8.75,105,33.33,0,0,1,1,5.0,0.0,Bowler,Hasan Durham,Bermuda,23713
2.0,-,-,-,-,-,-,-,-,2.0,0,122,69,61,218,55.96,0,2,14,1,0.0,0.0,Opening batsman,Chris Douglas,Bermuda,307449
11.0,-,-,-,-,-,-,-,-,11.0,2,252,72,28,403,62.53,0,1,22,3,7.0,4.0,Batsman,Jekon Edness,Bermuda,23759
4.0,1,2,0,-,12,-,0,0,4.0,0,106,60,26.5,174,60.91,0,1,5,1,3.0,0.0,Batsman,Chris Foggo,Bermuda,23700
3.0,102,100,3,33.33,5.88,34,0,0,3.0,1,2,2*,2,7,28.57,0,0,0,0,1.0,0.0,Middle-order batsman,Kyle Hodsoll,Bermuda,307235
22.0,114,119,1,119,6.26,114,0,0,22.0,3,641,102*,33.73,912,70.28,1,4,68,7,7.0,0.0,Opening batsman,David Hemp,Bermuda,14153
12.0,458,482,8,60.25,6.31,57.2,0,0,12.0,2,113,27,11.3,149,75.83,0,0,8,5,5.0,0.0,Allrounder,Malachi Jones,Bermuda,257574
10.0,389,371,14,26.5,5.72,27.7,0,0,10.0,6,14,7*,-,31,45.16,0,0,1,0,3.0,0.0,Bowler,Stefan Kelly,Bermuda,252869
1.0,12,19,0,-,9.5,-,0,0,1.0,0,4,4,4,28,14.28,0,0,0,0,0.0,0.0,Bowler,Chris Lonsdale,Bermuda,307528
32.0,1684,1123,34,33.02,4,49.5,0,1,32.0,9,111,20*,11.1,382,29.05,0,0,5,0,10.0,0.0,Bowler,Dwayne Leverock,Bermuda,23742
2.0,-,-,-,-,-,-,-,-,2.0,0,2,1,1,11,18.18,0,0,0,0,0.0,0.0,Opening batsman,Daniel Morgan,Bermuda,217522
20.0,-,-,-,-,-,-,-,-,20.0,2,478,68,26.55,791,60.42,0,3,50,15,16.0,4.0,Wicketkeeper,Dean Minors,Bermuda,23688
9.0,456,405,15,27,5.32,30.4,0,0,9.0,0,38,16,5.42,54,70.37,0,0,4,1,1.0,0.0,Bowler,George O'Brien,Bermuda,247008
5.0,15,25,0,-,10,-,0,0,5.0,0,72,30,14.4,217,33.17,0,0,4,0,2.0,0.0,Allrounder,Oliver Pitcher,Bermuda,23702
3.0,79,80,0,-,6.07,-,0,0,3.0,0,20,12,6.66,28,71.42,0,0,2,1,0.0,0.0,Bowler,Josclyn Pitcher,Bermuda,276539
3.0,138,170,1,170,7.39,138,0,0,3.0,0,27,17,13.5,40,67.5,0,0,2,1,1.0,0.0,Bowler,Jacobi Robinson,Bermuda,216996
1.0,12,14,0,-,7,-,0,0,1.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,McLaren Smith,Bermuda,333029
12.0,-,-,-,-,-,-,-,-,12.0,0,192,52,16,245,78.36,0,1,28,5,3.0,0.0,Batsman,Clay Smith,Bermuda,23691
5.0,174,157,7,22.42,5.41,24.8,1,0,5.0,-,-,-,-,-,-,-,-,-,-,2.0,0.0,Middle-order batsman,Tamauri Tucker,Bermuda,307237
12.0,-,-,-,-,-,-,-,-,12.0,2,95,34,9.5,246,38.61,0,0,14,0,9.0,1.0,Batsman,Kwame Tucker,Bermuda,23729
26.0,819,701,13,53.92,5.13,63,0,0,26.0,1,496,52,19.84,726,68.31,0,1,57,7,9.0,0.0,Allrounder,Janeiro Tucker,Bermuda,23694
11.0,537,412,16,25.75,4.6,33.5,1,0,11.0,4,130,48*,21.66,249,52.2,0,0,9,0,4.0,0.0,Bowler,Rodney Trott,Bermuda,267454
20.0,24,25,0,-,6.25,-,0,0,20.0,2,228,35,15.2,360,63.33,0,0,23,2,4.0,0.0,Middle-order batsman,Daniel Flynn,New Zealand,37095
5.0,300,224,5,44.8,4.48,60,1,0,5.0,2,10,5,5,16,62.5,0,0,1,0,0.0,0.0,Bowler,Gavin Tonge,West Indies,53153
9.0,343,413,15,27.53,7.22,22.8,0,1,9.0,1,0,0*,0,5,0,0,0,0,0,0.0,0.0,Bowler,Oshane Thomas,West Indies,914567
21.0,7,11,2,5.5,9.42,3.5,0,0,21.0,2,238,37,14,364,65.38,0,0,19,2,23.0,6.0,Batsman,Devon Thomas,West Indies,248920
117.0,4901,2684,137,19.59,3.28,35.7,5,0,117.0,14,4440,171,43.96,6406,69.31,5,33,440,23,57.0,0.0,Allrounder,Stafanie Taylor,West Indies,355359
90.0,4341,3780,128,29.53,5.22,33.9,3,1,90.0,9,278,43*,8.42,323,86.06,0,0,31,5,20.0,0.0,Bowler,Jerome Taylor,West Indies,53191
57.0,24,30,1,30,7.5,24,0,0,57.0,6,1586,105*,32.36,2402,66.02,1,12,177,12,18.0,0.0,Batsman,Stuart Williams,West Indies,53234
8.0,330,293,9,32.55,5.32,36.6,1,0,8.0,4,19,16*,19,27,70.37,0,0,1,0,0.0,0.0,Bowler,Kesrick Williams,West Indies,450075
9.0,-,-,-,-,-,-,-,-,9.0,0,53,19,6.62,86,61.62,0,0,7,0,9.0,1.0,Wicketkeeper batsman,Chadwick Walton,West Indies,315586
9.0,270,246,10,24.6,5.46,27,0,0,9.0,2,79,49,26.33,77,102.59,0,0,5,2,2.0,0.0,Bowler,Todd Astle,New Zealand,213674
223.0,4850,3809,99,38.47,4.71,48.9,1,0,223.0,14,7090,145*,34.92,9760,72.64,16,41,720,86,83.0,0.0,Opening batsman,Nathan Astle,New Zealand,36185
49.0,1485,1502,60,25.03,6.06,24.7,2,1,49.0,5,1109,131*,27.72,1020,108.72,1,4,86,55,11.0,0.0,Batting allrounder,Corey Anderson,New Zealand,277662
31.0,1528,1207,52,23.21,4.73,29.3,4,0,31.0,6,17,7*,3.4,56,30.35,0,0,0,0,5.0,0.0,Bowler,Geoff Allott,New Zealand,36179
2.0,114,98,1,98,5.15,114,0,0,2.0,-,-,-,-,-,-,-,-,-,-,0.0,0.0,Bowler,Graeme Aldridge,New Zealand,36187
42.0,1885,1643,53,31,5.22,35.5,2,1,42.0,10,419,45,17.45,417,100.47,0,0,31,18,8.0,0.0,Allrounder,Andre Adams,New Zealand,36192
36.0,1536,1019,25,40.76,3.98,61.4,0,0,36.0,9,73,10*,8.11,124,58.87,0,0,4,0,3.0,0.0,Bowler,Sarah Burke,New Zealand,54529
16.0,-,-,-,-,-,-,-,-,16.0,1,361,63,25.78,486,74.27,0,1,46,1,6.0,0.0,Middle-order batsman,Dean Brownlie,New Zealand,4493
39.0,-,-,-,-,-,-,-,-,39.0,4,943,109*,26.94,1161,81.22,1,5,78,12,9.0,0.0,Middle-order batsman,Neil Broom,New Zealand,36581
19.0,932,798,23,34.69,5.13,40.5,1,0,19.0,2,158,57,15.8,214,73.83,0,1,11,3,3.0,0.0,Bowler,Doug Bracewell,New Zealand,362541
79.0,4290,3632,147,24.7,5.07,29.1,5,5,79.0,20,144,21*,9.6,190,75.78,0,0,13,6,23.0,0.0,Bowler,Trent Boult,New Zealand,277912
82.0,4295,3070,147,20.88,4.28,29.2,7,4,82.0,22,292,31*,16.22,384,76.04,0,0,19,9,15.0,0.0,Bowler,Shane Bond,New Zealand,36326
11.0,-,-,-,-,-,-,-,-,11.0,1,94,43,13.42,121,77.68,0,0,11,0,7.0,1.0,Top-order batsman,Bernadine Bezuidenhout,New Zealand,499247
16.0,718,621,27,23,5.18,26.5,2,0,16.0,5,10,4*,5,35,28.57,0,0,0,0,3.0,0.0,Bowler,Hamish Bennett,New Zealand,226493
121.0,2996,2464,74,33.29,4.93,40.4,1,0,121.0,12,4392,168,42.64,5426,80.94,10,25,512,20,63.0,0.0,Allrounder,Suzie Bates,New Zealand,54565
2.0,84,52,2,26,3.71,42,0,0,2.0,0,13,13,13,10,130,0,0,1,1,1.0,0.0,Bowler,Michael Bates,New Zealand,36590
13.0,18,17,0,-,5.66,-,0,0,13.0,1,161,45*,13.41,301,53.48,0,0,20,0,6.0,0.0,Opening batsman,Craig Cumming,New Zealand,36627
5.0,-,-,-,-,-,-,-,-,5.0,1,160,124*,40,174,91.95,1,0,12,3,1.0,0.0,Allrounder,Mark Chapman,New Zealand,438563
215.0,8168,6594,201,32.8,4.84,40.6,3,1,215.0,25,4950,115,29.46,5874,84.26,4,26,345,153,66.0,0.0,Allrounder,Chris Cairns,New Zealand,36597
1.0,12,25,0,-,12.5,-,0,0,1.0,1,26,26*,-,22,118.18,0,0,3,0,1.0,0.0,Batsman,Brendon Diamanti,New Zealand,36950
102.0,3534,2553,69,37,4.33,51.2,0,0,102.0,11,2510,145,32.17,3004,83.55,5,12,221,52,29.0,0.0,Batting allrounder,Sophie Devine,New Zealand,231740
12.0,324,291,4,72.75,5.38,81,0,0,12.0,0,195,58,17.72,253,77.07,0,1,25,0,3.0,0.0,Opening batsman,Anton Devcich,New Zealand,36948
28.0,990,834,18,46.33,5.05,55,0,0,28.0,6,443,74*,29.53,401,110.47,0,1,31,22,8.0,0.0,Allrounder,Colin de Grandhomme,New Zealand,55395
15.0,480,425,12,35.41,5.31,40,0,0,15.0,1,154,33,14,184,83.69,0,0,10,2,3.0,0.0,Allrounder,Andrew Ellis,New Zealand,36993
83.0,1302,1179,39,30.23,5.43,33.3,1,0,83.0,11,1976,115,34.06,2416,81.78,2,11,151,28,17.0,0.0,Allrounder,Grant Elliott,New Zealand,44956
31.0,1099,735,20,36.75,4.01,54.9,0,0,31.0,8,181,24,10.64,412,43.93,0,0,16,0,7.0,0.0,Bowler,Kate Ebrahim,New Zealand,274175
110.0,3848,3354,81,41.4,5.22,47.5,0,1,110.0,27,1270,98*,23.96,1651,76.92,0,4,97,17,26.0,0.0,Allrounder,James Franklin,New Zealand,37004
280.0,29,28,1,28,5.79,29,0,0,280.0,21,8037,134*,32.4,11242,71.49,8,49,823,63,133.0,0.0,Top-order batsman,Stephen Fleming,New Zealand,37000
27.0,1400,1310,46,28.47,5.61,30.4,1,1,27.0,6,58,19,8.28,119,48.73,0,0,2,1,8.0,0.0,Bowler,Lockie Ferguson,New Zealand,493773
169.0,109,98,4,24.5,5.39,27.2,0,0,169.0,18,6440,237*,43.51,7365,87.44,16,34,656,164,82.0,0.0,Opening batsman,Martin Guptill,New Zealand,226492
27.0,36,37,1,37,6.16,36,0,0,27.0,1,446,122,20.27,631,70.68,1,1,43,5,11.0,0.0,Middle-order batsman,Maddy Green,New Zealand,438265
32.0,1521,1369,37,37,5.4,41.1,1,0,32.0,8,93,28,15.5,118,78.81,0,0,8,1,6.0,0.0,Bowler,Mark Gillespie,New Zealand,37111
33.0,1410,1003,43,23.32,4.26,32.7,1,3,33.0,6,66,16*,7.33,149,44.29,0,0,7,0,2.0,0.0,Bowler,Holly Huddleston,New Zealand,233823
41.0,-,-,-,-,-,-,-,-,41.0,1,1046,139,29.05,1572,66.53,1,7,117,7,19.0,0.0,Top-order batsman,Jamie How,New Zealand,37265
25.0,-,-,-,-,-,-,-,-,25.0,1,236,45,14.75,311,75.88,0,0,19,2,27.0,1.0,Wicketkeeper batsman,Gareth Hopkins,New Zealand,37248
43.0,2221,2045,78,26.21,5.52,28.4,6,2,43.0,6,193,48*,19.3,186,103.76,0,0,17,9,14.0,0.0,Bowler,Matt Henry,New Zealand,506612
250.0,10667,7613,203,37.5,4.28,52.5,2,1,250.0,62,4379,130,29,6583,66.51,1,16,275,43,96.0,0.0,Allrounder,Chris Harris,New Zealand,37232
8.0,-,-,-,-,-,-,-,-,8.0,0,193,69,27.57,238,81.09,0,1,30,0,3.0,0.0,Top-order batsman,Peter Ingram,New Zealand,38952
8.0,340,226,7,32.28,3.98,48.5,0,0,8.0,1,58,21,14.5,86,67.44,0,0,5,0,0.0,0.0,Bowler,Hayley Jensen,New Zealand,439029
2.0,84,58,5,11.6,4.14,16.8,0,0,2.0,1,11,11*,-,6,183.33,0,0,1,0,0.0,0.0,Bowling allrounder,Scott Kuggeleijn,New Zealand,539548
29.0,1468,1042,47,22.17,4.25,31.2,3,1,29.0,6,479,232*,39.91,441,108.61,1,1,56,5,16.0,0.0,Allrounder,Amelia Kerr,New Zealand,803971
7.0,312,283,5,56.6,5.44,62.4,0,0,7.0,3,17,8*,17,15,113.33,0,0,2,0,1.0,0.0,Bowler,Robert Kennedy,New Zealand,37530
30.0,1488,949,50,18.98,3.82,29.7,3,1,30.0,5,250,113,19.23,354,70.62,1,0,22,0,8.0,0.0,Batting allrounder,Leigh Kasperek,New Zealand,306524
51.0,546,472,7,67.42,5.18,78,0,0,51.0,1,1146,87,24.91,1086,105.52,0,7,121,34,20.0,0.0,Middle-order batsman,Colin Munro,New Zealand,232359
85.0,-,-,-,-,-,-,-,-,85.0,8,2395,137,33.73,2880,83.15,4,14,205,33,58.0,7.0,Wicketkeeper batsman,Tom Latham,New Zealand,388802
40.0,1801,1581,41,38.56,5.26,43.9,0,0,40.0,7,168,36,16.8,165,101.81,0,0,11,4,21.0,0.0,Bowler,Adam Milne,New Zealand,450860
170.0,8230,6485,240,27.02,4.72,34.2,8,1,170.0,34,1047,54,15.62,1282,81.66,0,2,76,38,42.0,0.0,Bowler,Kyle Mills,New Zealand,37740
15.0,-,-,-,-,-,-,-,-,15.0,1,237,71,18.23,592,40.03,0,1,15,0,7.0,5.0,Wicketkeeper,Rowan Milburn,New Zealand,54686
1.0,24,40,1,40,10,24,0,0,1.0,1,0,0*,-,0,-,0,0,0,0,0.0,0.0,Bowler,Andrew Mathieson,New Zealand,355267
75.0,-,-,-,-,-,-,-,-,75.0,12,1330,81,22.93,1922,69.19,0,6,140,1,34.0,14.0,Wicketkeeper batsman,Katey Martin,New Zealand,54537
20.0,948,804,18,44.66,5.08,52.6,0,0,20.0,2,8,3,1.6,27,29.62,0,0,0,0,7.0,0.0,Bowler,Chris Martin,New Zealand,37700
10.0,-,-,-,-,-,-,-,-,10.0,0,250,161,25,313,79.87,1,1,19,4,0.0,0.0,Batsman,James Marshall,New Zealand,37698
66.0,-,-,-,-,-,-,-,-,66.0,9,1454,101*,27.43,1990,73.06,1,12,98,8,18.0,0.0,Batsman,Hamish Marshall,New Zealand,37696
197.0,1879,1717,49,35.04,5.48,38.3,0,0,197.0,16,4707,117,28.18,6198,75.94,3,28,373,84,44.0,0.0,Batsman,Craig McMillan,New Zealand,37712
19.0,502,360,13,27.69,4.3,38.6,0,0,19.0,1,238,39*,17,425,56,0,0,35,0,10.0,0.0,Opening batsman,Frances Mackay,New Zealand,312174
19.0,926,800,27,29.62,5.18,34.2,2,0,19.0,7,12,4*,4,47,25.53,0,0,0,0,3.0,0.0,Bowler,Andy McKay,New Zealand,38005
4.0,-,-,-,-,-,-,-,-,4.0,1,63,56*,63,51,123.52,0,1,6,1,7.0,0.0,Wicketkeeper batsman,Peter McGlashan,New Zealand,37770
84.0,3536,2956,63,46.92,5.01,56.1,0,0,84.0,11,1070,65,20.98,1220,87.7,0,4,69,33,41.0,0.0,Bowler,Nathan McCullum,New Zealand,37749
260.0,-,-,-,-,-,-,-,-,260.0,28,6083,166,30.41,6312,96.37,5,32,577,200,262.0,15.0,Wicketkeeper batsman,Brendon McCullum,New Zealand,37737
48.0,2336,2313,82,28.2,5.94,28.4,6,1,48.0,10,108,34*,27,138,78.26,0,0,10,3,4.0,0.0,Bowler,Mitchell McClenaghan,New Zealand,319439
22.0,339,329,10,32.9,5.82,33.9,1,0,22.0,2,586,146,30.84,776,75.51,2,2,53,13,11.0,0.0,Opening batsman,Rob Nicol,New Zealand,38058
41.0,-,-,-,-,-,-,-,-,41.0,10,1029,124*,35.48,1210,85.04,1,8,88,10,16.0,0.0,Top-order batsman,Henry Nicholls,New Zealand,539511
5.0,264,249,5,49.8,5.65,52.8,0,0,5.0,1,12,9*,6,11,109.09,0,0,1,0,2.0,0.0,Bowler,Tarun Nethula,New Zealand,377639
49.0,1445,1522,44,34.59,6.31,32.8,2,0,49.0,9,1015,74,30.75,966,105.07,0,5,97,23,19.0,0.0,Batting allrounder,James Neesham,New Zealand,355269
160.0,6911,5047,173,29.17,4.38,39.9,3,2,160.0,15,2434,101*,24.09,2810,86.61,1,13,182,81,51.0,0.0,Allrounder,Jacob Oram,New Zealand,38062
32.0,826,482,27,17.85,3.5,30.5,2,0,32.0,4,279,46,16.41,361,77.28,0,0,24,4,9.0,0.0,Top-order batsman,Anna Peterson,New Zealand,329003
6.0,-,-,-,-,-,-,-,-,6.0,2,207,92*,51.75,342,60.52,0,2,24,0,1.0,0.0,Opening batsman,Michael Papps,New Zealand,38111
48.0,407,412,12,34.33,6.07,33.9,0,0,48.0,1,1362,107,33.21,1429,95.31,3,6,152,38,15.0,0.0,Allrounder,Jesse Ryder,New Zealand,38373
4.0,-,-,-,-,-,-,-,-,4.0,0,15,11,3.75,56,26.78,0,0,2,0,2.0,0.0,Opening batsman,Hamish Rutherford,New Zealand,331375
19.0,752,471,19,24.78,3.75,39.5,0,0,19.0,3,62,25,12.4,99,62.62,0,0,7,0,3.0,0.0,Bowler,Hannah Rowe,New Zealand,543550
85.0,-,-,-,-,-,-,-,-,85.0,9,1397,170*,23.67,1220,114.5,1,4,149,43,105.0,12.0,Wicketkeeper batsman,Luke Ronchi,New Zealand,7502
6.0,-,-,-,-,-,-,-,-,6.0,0,152,52,25.33,259,58.68,0,1,19,0,3.0,0.0,Top-order batsman,Aaron Redmond,New Zealand,38264
